fecha,año,NDVI
Mar 22, 1985,0.166
Feb 14, 1995,0.133
Dec 31, 1995,0.184
Aug 30, 1997,0.153
Jan 29, 2001,0.127
Jan 11, 2003,0.146
Jan 30, 2004,0.145
Feb 7, 2007,0.116
Feb 23, 2007,0.114
Sep 24, 2009,0.039
Dec 13, 2009,0.145
Dec 29, 2009,0.147
Jan 14, 2010,0.137
Jan 17, 2011,0.146
Mar 27, 2013,0.15
Jan 4, 2015,0.011
Jan 15, 2016,0.127
Mar 17, 2018,0.014
Aug 16, 2018,0.116
Sep 17, 2018,0.131
Dec 30, 2018,0.014
Jan 10, 2020,0.147
Feb 11, 2020,0.128
Sep 22, 2020,0.14
Dec 14, 2021,0.145
